,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,hateful,targeted,aggresive
0,a7it63FFDYQ,UCdca8vWQNEfwNyNjAJTMctg,"Ademas del porno que tantas vidas de hombres ha salvado, el surgimiento de los ""Robots Sexuales"", la inteligencia artificial herotica y los grupos de apoyo de hombres solteros independientes me parece que ya no hay ni razon, ni motivos, ni motivacion para salir con una femina y menos casrse o tener hijos.  
Cualquier hombre joven puede vivr una vida plena, libre del riesgo de las denuncias falsas y a la vez dejar la puerta abierta por si acaso algun dia cambia de opinion. 
Realmente me da tristeza todos esos hombres que compraron el sueño de la familia eternamente feliz.",[0. 0. 0. ... 0. 0. 0.],adema porno tanta vida hombr salvado surgimiento robot sexual inteligencia artifici herotica grupo apoyo hombr soltero independient parec razon motivo motivacion salir femina meno casrs tener hijo cualquier hombr joven pued vivr vida plena libr riesgo denuncia falsa dejar puerta abierta acaso algun cambia opinion realment tristeza hombr compraron familia eternament feliz,0.0,0.14936262369155884,0.011738802306354046,0.05001567676663399
1,a7it63FFDYQ,UC2wpIsMIq7DJxmaF91dJFbw,"Perdonad quiero compartir algo que me ocurrió personalmente hace unos días y lo digo con toda la sinceridad del mundo y me ha dejado traumatizada esta situación . Resulta que quedó con una chica que está pasando por malos momentos y decido ayudarle llevándola a mi casa y dándole una cama donde dormir ducharse y comer durante un par de días ... Lógicamente yo tengo mi vida y no puedo mantener a nadie le expliqué que como favor le puedo echar un cable unos días pero hasta ahí ... Por la mañana le tocó a su habitación y le comento que tenía que levantarse porque había quedado para almorzar con unos amigos míos, tuve que insistir varias veces puesto que no quería levantarse de la cama se lo dije varias veces y accedió. Yo ya estaba un poco mosqueado con su actitud y me dice que la acercara al centro de la ciudad que ya se buscaría la vida .... Le digo bueno , pues nos subimos en el coche y cuando llegamos al centro le digo ya estamos aquí donde te dejo ,? Y me dice que no se quiere bajar del vehículo está mujer cuando no padece que yo sepa ningún trastorno mental ni nada por el estilo pero yo ya estaba asustado y preocupado porque no quería bajar del coche , de modo que me acerco a una pareja y le digo que por favor me ayuden a convencer a esta mujer para que baje del coche y me decía que no que iba a llamar a la policía que soy un sinvergüenza y que le he intentado acosar . Finalmente la pudo convencer diciendo oye te doy dinero y tabaco si quieres pero suplicándole le dije que se bajará del coche y con mucha suerte lo conseguí. Yo tenía miedo de llamar a la policía porque tal cómo está la ley hoy en día me hubiesen metido en el calabozo solo con una simple denuncia de ella . Ustedes creeis que esto es normal lo que estamos viviendo en esta sociedad ? Es que ante esta situación como puede reaccionar uno ? Pensé que buscaba la ruina después de como me porte con ella porque me quiso hacer daño que quería de mi? Gracias",[0. 0. 0. ... 0. 0. 0.],perdonad quiero compartir ocurri personalment hace digo toda sinceridad mundo dejado traumatizada situaci resulta qu chica pasando malo momento decido ayudarl llev ndola casa ndole cama dormir duchars comer gicament vida puedo manten nadi expliqu favor puedo echar cabl habitaci comento levantars quedado almorzar amigo insistir varia vece puesto quer levantars cama dije varia vece accedi mosqueado actitud dice acercara centro ciudad buscar vida digo bueno pue subimo coch llegamo centro digo dejo dice quier bajar culo mujer padec sepa ning trastorno mental estilo asustado preocupado quer bajar coch modo acerco pareja digo favor ayuden convenc mujer baje coch llamar polic sinverg enza intentado acosar finalment pudo convenc diciendo dinero tabaco quier suplic ndole dije bajar coch mucha suert consegu miedo llamar polic metido calabozo solo simpl denuncia usted creei normal viviendo sociedad situaci pued reaccionar pen buscaba ruina despu port quiso hacer quer gracia,0.0,0.08221520483493805,0.010240677744150162,0.029154986143112183
2,a7it63FFDYQ,UCTzl4G6p1-CBEz6TWq2HiFA,"Otra idea.. autopsia a todo hombre muerto  en el ámbito familiar, por si la causa fuera envenamiento.",[0. 0. 0. ... 0. 0. 0.],idea autopsia hombr muerto mbito familiar causa envenamiento,0.0,0.020273439586162567,0.010509010404348373,0.014006227254867554
3,a7it63FFDYQ,UCpLcYf746qFvtIZQim--oqw,"Me parece un vídeo muy refrescante, la verdad. Ya era hora de que más gente empiece a pensar críticamente y denunciar la corrupción del femenismo hegemónico sin necesidad de irse a otro extremo radical y protestar solo desde el conservadurismo, o incluso el machismo o la búsqueda narcisista de viralidad. Estar en contra de estos excesos no debería ser ni siquiera una declaración política, es una cuestión de simple dignidad y derechos humanos, de tener un mínimo de sentido de la justicia y respetar la igualdad de sexos.

Buen detalle ese comentario sobre Ismael Serrano: a mí me pasa lo mismo, políticamente me alejo bastante de sus creencias, pero aun así me gusta su música. Parece que la tentaculización política haya llegado a tal extremo que ya no se pueda disfrutar de nada si no se tiene una declaración ideológica del autor firmada por alguna causa activista... parezca que ya no se pueda disfrutar del arte por el arte, o incluso apreciar y escuchar ideas distintas a las tuyas y hasta sacar algo útil de ellas, aún disintiendo de la mayoría. Esa es una postura dogmática de la que es urgente alejarse si queremos empezar a sanar nuestra sociedad.

Lo único que me parece raro es que las voces discordantes no empiecen a crecer hasta ahora y no hace unos años, cuando ya era evidente que esto no se trataba de igualdad, sino de fracturar la sociedad y crear redes clientelares. Yo llevo desde el 2018 recopilando información de vez en cuando así que te dejo algunos links sobre cosas que has mencionado aquí, por si te interesan o te sirven de algo. 
Lo primero es en relación a lo que has comentado de si las chicas también miran los móviles de sus novios. Te dejo el enlace a la edición doble 2017-2019 del Barómetro Juventud y Género del Centro Reina Sofía, en el que estudiaron las actitudes de control y agresiones en las relaciones de los adolescentes y jóvenes en diferentes partes del país. En la página 33 se compararan los resultados por sexo y se puede apreciar que las diferencias son más bien moderadas, no abismales: https://www.adolescenciayjuventud.org/download/2666/ 

Lo segundo me parece extremadamente importante, porque la mayoría de la gente da totalmente por sentado que el maltrato a la pareja, especialmente el físico, se produce de hombre a mujer (mencionas algo por el estilo en este vídeo). Bien; esto, que lleva escuchándose en la tele día sí y día también, hasta el punto de aparentar una solidez y veracidad axiomática, es rotundamente falso. Es uno de los mayores mitos que ha conseguido implantar el feminismo en el imaginario colectivo. Pero es falso. La mayoría de las agresiones son bidireccionales. Esto es, se producen en parejas tóxicas con falta mutua de autocontrol en las que ambos miembros se agreden de manera regular. Esto sucede así entre un 50% y un 70% de las veces. En la violencia unidireccional, ambos sexos agreden de manera más o menos similar. Lo más curioso es que esto ni siquiera es algo novedoso ni revolucionario dentro de la psicología conductual o la medicina forense; todos estudios científicos internacionales llevan demostrando esto sistemáticamente desde hace más de cuarenta años. 

Esta es una recopilación de doce mil estudios organizados demostrando la bidireccionalidad de la violencia de pareja. Es el mayor meta-análisis que existe sobre el tema → https://domesticviolenceresearch.org/pdf/Overviewof%20Findings.Dec.7.pdf

Por si alguien lo prefiere en español, dejo también el enlace a otro magnífico meta-análisis de quinientos estudios científicos → http://www.escorrecto.org/ 

Lo que sí es cierto que tiene una clara asimetría por sexo son las MUERTES en pareja. Aproximadamente se da en una proporción de 5:1, por cada cinco mujeres asesinadas en la pareja hay un hombre asesinado. Pero esto es debido fundamentalmente a que el hombre suele tener más fuerza física y es más fácil que en una pelea cause una lesión mortal. Este es un análisis policial de los homicidios en pareja y filicidios cometidos en España durante todo un año. Más de la mitad de las muertes se producen mediante un arma blanca, lo que apunta en esa dirección → https://t.co/YbkGDpF2fn 

La bidireccionalidad en las agresiones y maltrato existe de igual manera en las relaciones homosexuales. De hecho, las tasas más altas tanto en maltrato físico como psicológico se da en las parejas de lesbianas, si bien tienen la tasa de homicidios más baja. Por el contrario, las parejas gays tienen menores tasas de maltrato que las heterosexuales y las lesbianas pero tienen las tasas más altas de homicidios de todas → https://www.cdc.gov/violenceprevention/pdf/nisvs_sofindings.pdf (Datos señalados en las páginas 2 y 18). 
De nuevo, esto apunta a una asimetría en la mortandad provocada por la mayor fuerza física del hombre y no tanto por la frecuencia del maltrato.

En este estudio también podemos ver cómo las parejas de homosexuales y bisexuales tienen tasas más altas de maltrato → https://www.researchgate.net/publication/275220195_Intimate_Partner_Violence_Among_Sexual_Minority_Populations_A_Critical_Review_of_the_Literature_and_Agenda_for_Future_Research 

Este es un artículo en español escrito por un neurobiólogo acerca de cómo los detonadores de la violencia se deben a causas muy distintas de las enarboladas por las ideologías de género → https://evolucionyneurociencias.blogspot.com/2018/05/el-paradigma-de-genero-no-explica-la.html Y este es otro estudio muy interesante que trata acerca de cómo las agresiones en pareja son un problema más humano que derivado de estereotipos sexuales → https://www.researchgate.net/publication/236018381_Partner_Abuse_Worldwide 


Y ya como tercer y último tema, quiero señalar el apunte que has hecho sobre los asesinatos de mujeres nada más empezar el tema, al decir que todos ellos son una tragedia. Entiendo que la intención era amortiguar el resto de las críticas con una diplomacia conciliadora; y respeto esas pretensiones de concordia; pero no puedo pasar sin criticar duramente el uso demagógico y sensacionalista que se hace de esa sensibilidad que tenemos como sociedad hacia los homicidios femeninos. El asesinato de cualquier mujer es una tragedia personal y familiar, obviamente, pero, por mal que le suene a algunos, no es una tragedia nacional; y para los políticos menos todavía. A los políticos les importa entre cero y nada que muera un ciudadano corriente, y la única razón por la cual organizan una pantomima dramática cada vez que la asesinada es una mujer es porque ni siquiera tienen el mínimo respeto de respetar a su familia en duelo sin instrumentalizar a conveniencia el triste destino de esa víctima. La frivolidad, la psicopatía y la perversidad la tienen quienes convierten el nombre y el dolor de una asesinada en propaganda política desde sus tribunas y platós, no quienes les criticamos. Y para recuperar un poco de realismo y objetividad frente a toda esa emotividad impostada, conviene recordar que las tasas españolas de homicidio de mujeres en la pareja son de las más bajas de Europa: https://www.statista.com/chart/16336/homicides-of-women-by-intimate-partners-per-100000-inhabitants-in-europe/ 
Y mientras que el maltrato es claramente un fenóneno mucho más reducible, hay quien opina que las víctimas mortales están ya cerca de las tasas de inevitabilidad, apenas llega a 60 mujeres al año en un país de 47 millones. Por supuesto que lo ideal sería 0, pero puestos a vivir en los mundos de Yupi también podemos escribirle a los Reyes Magos que reduzcan a cero las 1.700 víctimas mortales de accidentes de tráfico que tenemos cada año, o las 10.000 personas que mueren por diabetes, o los 3.500 ahogados anuales ( https://www.ine.es/jaxi/Tabla.htm?tpx=55863&L=0 ). Que el feminismo institucional trate de convencer de que es urgente subvencionarlo mientras exista una sola asesinada, es solo una forma de asegurarse un negocio perpetuo, porque es evidente que 0 violencia nunca se va a alcanzar.

En fin, te doy las gracias de corazón por hacer este vídeo, menos mal que empieza a extenderse una visión más crítica de este feminismo dogmático que nos han colado desde EEUU. Lo realmente verdaderamente correcto sería escuchar y analizar la validez de cualquier idea sin importar quién la exprese; pero cuando somos los hombres quienes criticamos el feminismo es más fácil convertirnos en un hombre de paja y desdeñar todos los argumentos como rabietas machirulas. Aunque sea muy injusto, los hombres solos no vamos a ser tan efectivos a la hora de razonar con feministas ya adoctrinadas; y las mujeres buenas, valientes e inteligentes que os atrevéis a decir estas cosas vais a llegar mucho más lejos con la verdad.

Disculpas reglamentarias por el manuscrito bíblico que he soltado por aquí, y muchas gracias por tu valentía y honestidad otra vez. Al final lo único que hace falta para derribar toda esta basura es, en esencia, dejar de lado todo sexismo y en lugar de pensar en ""hombres"" y ""mujeres"", pensar simplemente en Personas.

Recomiendo como último consejo para todo el que quiera conocer un lado mucho más sombrío y realista de la historia del feminismo que busque la historia de Erin Pizzey, la primera mujer que fundó un albergue para mujeres maltratadas, y todo lo que le acabó pasando gracias a esa maravillosa sororidad feminista. Sirve muy bien para comprender los orígenes y las expectativas que se pueden tener de esa industria.

Un saludo cercano.",[0. 0. 0. ... 0. 0. 0.],parec refrescant verdad hora gent empiec pensar ticament denunciar corrupci femenismo hegem nico necesidad irs extremo radic protestar solo conservadurismo incluso machismo squeda narcisista viralidad exceso deber siquiera declaraci tica cuesti simpl dignidad derecho humano tener nimo justicia respetar igualdad sexo buen detal comentario ismael serrano pasa mismo ticament alejo bastant creencia gusta sica parec tentaculizaci tica llegado extremo pueda disfrutar declaraci ideol gica autor firmada alguna causa activista parezca pueda disfrutar art art incluso apreciar escuchar idea distinta sacar disintiendo mayor postura dogm tica urgent alejars queremo empezar sanar sociedad nico parec raro voce discordant empiecen crecer ahora hace evident trataba igualdad sino fracturar sociedad crear rede clientelar llevo recopilando informaci dejo link cosa mencionado interesan sirven primero relaci comentado chica tambi miran vile novio dejo enlac edici dobl metro juventud nero centro reina estudiaron actitud control agresion relacion adolescent vene diferent part gina compararan resultado sexo pued apreciar diferencia bien moderada abismal http adolescenciayjuventud download segundo parec extremadament important mayor gent totalment sentado maltrato pareja especialment sico produc hombr mujer menciona estilo bien lleva escuch ndose tele tambi punto aparentar solidez veracidad axiom tica rotundament falso mayor mito conseguido implantar feminismo imaginario colectivo falso mayor agresion bidireccional producen pareja xica falta mutua autocontrol ambo miembro agreden manera regular suced vece violencia unidireccion ambo sexo agreden manera meno similar curioso siquiera novedoso revolucionario dentro psicolog conductu medicina forens estudio cient fico internacional llevan demostrando sistem ticament hace cuarenta recopilaci doce estudio organizado demostrando bidireccionalidad violencia pareja mayor meta lisi exist tema http domesticviolenceresearch overviewof find alguien prefier espa dejo tambi enlac magn fico meta lisi quiniento estudio cient fico http escorrecto cierto clara asimetr sexo muert pareja aproximadament proporci cada cinco mujer asesinada pareja hombr asesinado debido fundamentalment hombr suel tener fuerza sica pelea caus lesi mortal lisi polici homicidio pareja filicidio cometido espa mitad muert producen mediant arma blanca apunta direcci http ybkgdpf bidireccionalidad agresion maltrato exist igual manera relacion homosexual hecho tasa alta maltrato sico psicol gico pareja lesbiana bien tasa homicidio baja contrario pareja gay menor tasa maltrato heterosexual lesbiana tasa alta homicidio toda http violenceprevent nisv sofind dato alado gina nuevo apunta asimetr mortandad provocada mayor fuerza sica hombr frecuencia maltrato estudio tambi podemo pareja homosexual bisexual tasa alta maltrato http researchg public intim partner violenc among sexual minor popul critic review literatur agenda futur research culo espa escrito neurobi logo acerca detonador violencia deben causa distinta enarbolada ideolog nero http evolucionyneurociencia blogspot paradigma genero explica html estudio interesant trata acerca agresion pareja problema humano derivado estereotipo sexual http researchg public partner abus worldwid tercer ltimo tema quiero alar apunt hecho asesinato mujer empezar tema decir tragedia entiendo intenc amortiguar resto tica diplomacia conciliadora respeto pretension concordia puedo pasar criticar durament demag gico sensacionalista hace sensibilidad sociedad hacia homicidio femenino asesinato cualquier mujer tragedia person familiar obviament suen tragedia nacion tico meno todav tico importa cero muera ciudadano corrient nica organizan pantomima dram tica cada asesinada mujer siquiera nimo respeto respetar familia duelo instrumentalizar conveniencia trist destino ctima frivolidad psicopat perversidad convierten nombr dolor asesinada propaganda tica tribuna plat criticamo recuperar realismo objetividad frent toda emotividad impostada convien recordar tasa espa ola homicidio mujer pareja baja europa http statista chart homicid women intim partner inhabit europ mientra maltrato clarament neno reduc opina ctima mortal cerca tasa inevitabilidad apena llega mujer millon supuesto ideal puesto vivir mundo yupi tambi podemo escribirl rey mago reduzcan cero ctima mortal accident fico cada persona mueren diabet ahogado anual http jaxi tabla feminismo institucion trate convenc urgent subvencionarlo mientra exista sola asesinada solo forma asegurars negocio perpetuo evident violencia nunca alcanzar gracia coraz hacer meno empieza extenders visi tica feminismo dogm tico colado eeuu realment verdaderament correcto escuchar analizar validez cualquier idea importar expres hombr criticamo feminismo convertirno hombr paja argumento rabieta machirula aunqu injusto hombr solo vamo efectivo hora razonar feminista adoctrinada mujer buena valient inteligent atrev decir cosa vai llegar lejo verdad disculpa reglamentaria manuscrito blico soltado mucha gracia valent honestidad final nico hace falta derribar toda basura esencia dejar lado sexismo lugar pensar hombr mujer pensar simplement persona recomiendo ltimo consejo quiera conoc lado sombr realista historia feminismo busqu historia erin pizzey primera mujer fund albergu mujer maltratada acab pasando gracia maravillosa sororidad feminista sirv bien comprend gene expectativa pueden tener industria saludo cercano,0.0,0.038081083446741104,0.008009742945432663,0.024685775861144066
4,a7it63FFDYQ,UCzbxcSqDcTw3YXHxTwTMETQ,"Leo comentarios y todo es razonamiento motivado y sesgo de confirmación a gatillo. Especialmente las respuestas de la yotuber que se muestra más contenida en el video pero se le vé el plumero en las respuestas. El argumento de que se defiende la idea de que un asesinato a un hombre vale menos es un strawman de libro, no he oído a nadie nunca decir eso, ni a hembristas taradas de esas que hay x ahí. Todo el resto de la crítica se articula sobre esa idea y no son más que falacias para tener munición contra los que promueven ciertas políticas por una questión ideológica. Por la misma, que se critíquen las políticas y hechos concretos de ciertos  no el conjunto en base a argumentas derivados de un hombre de paja del tamaño de la catedral de Burgos.",[0. 0. 0. ... 0. 0. 0.],comentario razonamiento motivado sesgo confirmaci gatillo especialment respuesta yotub muestra contenida video plumero respuesta argumento defiend idea asesinato hombr vale meno strawman libro nadi nunca decir hembrista tarada resto tica articula idea falacia tener munici promueven cierta tica questi ideol gica misma crit quen tica hecho concreto cierto conjunto base argumenta derivado hombr paja tama catedr burgo,0.0,0.1483084112405777,0.01851390115916729,0.05706074461340904
5,a7it63FFDYQ,UCiWcP4O6p1O8kzQ4dfCobQQ,Y la violencia de mujeres a hombres y niños.. debe estudiarse de acuerdo con sus caracteristica biopsicosociales y culturales y no juzgarse con principio masculinos.,[0. 0. 0. ... 0. 0. 0.],violencia mujer hombr debe estudiars acuerdo caracteristica biopsicosocial cultural juzgars principio masculino,0.0,0.11223846673965454,0.01192690059542656,0.027627555653452873
6,a7it63FFDYQ,UCkTBXe230kf4CBVizSgTctQ,"Da gusto escuchar a alguien hablar con sentido común, para variar.",[0. 0. 0. ... 0. 0. 0.],gusto escuchar alguien hablar variar,0.0,0.015789465978741646,0.008535920642316341,0.00893405731767416
7,a7it63FFDYQ,UC1P0PQfxgplO--Eb-IYeCcg,Que viva la sensatez y el sentido común 🎉,[0. 0. 0. ... 0. 0. 0.],viva sensatez,0.0,0.027190016582608223,0.010538400150835514,0.014473621733486652
8,i_t19HsTKZo,UCzZRuqE4c0Qo5duXfju7e6w,Por qué se crea un ministerio de igualdad. Pero le ayuda ese ministerio a muchos hombres?,[0. 0. 0. ... 0. 0. 0.],crea ministerio igualdad ayuda ministerio hombr,0.0,0.021577414125204086,0.009422482922673225,0.011323952116072178
9,i_t19HsTKZo,UC61zUMo4BlFps_jaaouahZQ,Se utiliza a “la mujer” y “el drama” con el fin de publicitar un segmento político… Abascal no se enreda,[0. 0. 0. ... 0. 0. 0.],utiliza mujer drama publicitar segmento tico abasc enreda,0.0,0.07697930186986923,0.031169718131422997,0.031524039804935455
